Datetime,ProduceType,InputLevel,SpendResource,Type,ID,Name,Rank
2022-01-07 19:01:41,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-07 19:01:52,EQUIP,HEAVY-1,500/500/500/500,CHIP,232,Experimental Processor,★★★
2022-01-07 19:02:10,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,Artillery Fairy,★
2022-01-07 19:02:12,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,Armor Fairy,★
2022-01-07 19:02:25,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2022-01-07 19:02:35,EQUIP,HEAVY-1,500/500/500/500,REDDOT,11,COG M150,★★★★
2022-01-07 19:24:55,EQUIP,HEAVY-1,500/500/500/500,FAIRY,2,Fury Fairy,★
2022-01-07 19:24:55,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-07 19:25:07,EQUIP,HEAVY-1,500/500/500/500,CHIP,232,Experimental Processor,★★★
2022-01-07 19:28:25,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,3,PSO-1,★★★★
2022-01-07 19:29:08,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-07 19:29:32,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,Airstrike Fairy,★
2022-01-07 19:32:35,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-07 19:44:40,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2022-01-07 19:44:40,EQUIP,HEAVY-1,500/500/500/500,RMR,222,RMR Red Dot Sight,★★★
2022-01-07 19:49:32,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-07 19:52:01,EQUIP,HEAVY-1,500/500/500/500,CHIP,233,#1 Processor,★★★★
2022-01-07 19:52:01,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2022-01-07 20:05:47,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2022-01-07 20:11:51,EQUIP,HEAVY-1,500/500/500/500,FAIRY,6,Taunt Fairy,★
2022-01-07 20:29:32,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2022-01-07 20:32:41,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,Warrior Fairy,★
2022-01-07 20:36:24,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2022-01-07 20:45:35,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-07 21:01:17,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-07 21:01:17,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-07 21:29:53,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-07 21:29:53,EQUIP,HEAVY-1,500/500/500/500,CHIP,233,#1 Processor,★★★★
2022-01-07 21:29:53,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-07 21:54:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,2,Fury Fairy,★
2022-01-07 21:54:45,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,Armor Fairy,★
2022-01-07 22:13:55,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3 Exoskeleton,★★★★
2022-01-07 23:07:24,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-07 23:33:03,EQUIP,HEAVY-1,500/500/500/500,HOLO,8,EOT 518,★★★★★
2022-01-07 23:33:03,EQUIP,HEAVY-1,500/500/500/500,FAIRY,24,Barrier Fairy,★
2022-01-08 00:06:50,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,FAIRY,15,Command Fairy,★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,REDDOT,11,COG M150,★★★★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,RMR,223,RMR T2 Red Dot Sight,★★★★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-08 01:48:52,EQUIP,HEAVY-1,500/500/500/500,RMR,222,RMR Red Dot Sight,★★★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,Armor Fairy,★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,Airstrike Fairy,★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-08 02:56:10,EQUIP,HEAVY-1,500/500/500/500,CLOAK,89,Urban Camouflage Cape,★★★★
2022-01-08 03:21:25,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-08 03:21:25,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2022-01-08 03:26:15,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,Airstrike Fairy,★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,HOLO,8,EOT 518,★★★★★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,Warrior Fairy,★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,Artillery Fairy,★
2022-01-08 11:36:14,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-08 13:31:39,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2022-01-08 13:31:42,EQUIP,HEAVY-1,500/500/500/500,FAIRY,9,Airstrike Fairy,★
2022-01-08 13:31:45,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 13:31:47,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 13:31:50,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2022-01-08 13:31:53,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,Shield Fairy,★
2022-01-08 14:48:24,EQUIP,HEAVY-1,500/500/500/500,FAIRY,25,Twin Fairies,★
2022-01-08 14:48:24,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-08 14:48:24,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-08 19:01:04,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-08 19:01:04,GUN,NORMAL,130/130/130/30,HG,14,Astra,★★★
2022-01-08 19:01:04,GUN,NORMAL,130/130/130/30,HG,11,P08,★★★
2022-01-08 19:01:04,GUN,NORMAL,130/130/130/30,SMG,22,PPS-43,★★★
2022-01-08 19:01:10,EQUIP,NORMAL,210/210/50/110,CHIP,233,#1 Processor,★★★★
2022-01-08 19:01:10,EQUIP,NORMAL,210/210/50/110,AP,17,M61 Armor-Piercing Ammo,★★
2022-01-08 19:01:10,EQUIP,NORMAL,210/210/50/110,XEXO,55,IOP X1 Exoskeleton,★★
2022-01-08 19:01:10,EQUIP,NORMAL,210/210/50/110,BIRDSHOT,230,#6 Birdshot,★★★★
2022-01-08 19:01:20,EQUIP,HEAVY-1,500/500/500/500,CHIP,233,#1 Processor,★★★★
2022-01-08 19:01:20,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 19:01:20,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-08 19:01:20,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-08 19:03:49,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2022-01-08 19:03:49,EQUIP,HEAVY-1,500/500/500/500,FAIRY,3,Armor Fairy,★
2022-01-08 19:03:49,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-08 20:03:28,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-08 20:03:28,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-08 20:03:28,EQUIP,HEAVY-1,500/500/500/500,RMR,222,RMR Red Dot Sight,★★★
2022-01-08 20:03:28,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2022-01-08 20:03:28,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-08 20:03:47,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-08 20:48:55,EQUIP,HEAVY-1,500/500/500/500,FAIRY,24,Barrier Fairy,★
2022-01-08 21:13:27,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-08 21:13:43,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-08 22:14:18,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,3,PSO-1,★★★★
2022-01-08 22:14:18,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-08 22:14:18,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-08 23:14:54,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2022-01-08 23:14:57,EQUIP,HEAVY-1,500/500/500/500,CHIP,233,#1 Processor,★★★★
2022-01-08 23:14:59,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-09 00:14:58,EQUIP,HEAVY-1,500/500/500/500,REDDOT,12,ITI MARS,★★★★★
2022-01-09 01:21:33,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,15,PEQ-15,★★★★
2022-01-09 01:21:33,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2022-01-09 01:21:33,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-09 03:05:47,EQUIP,HEAVY-1,500/500/500/500,REDDOT,12,ITI MARS,★★★★★
2022-01-09 11:33:02,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-09 11:33:02,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-09 12:33:28,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,Shield Fairy,★
2022-01-09 12:33:28,EQUIP,HEAVY-1,500/500/500/500,FAIRY,25,Twin Fairies,★
2022-01-09 15:04:18,EQUIP,HEAVY-1,500/500/500/500,FAIRY,8,Artillery Fairy,★
2022-01-09 15:04:18,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3 Exoskeleton,★★★★
2022-01-09 15:04:18,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-09 15:47:34,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-09 15:47:34,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2022-01-09 15:47:34,EQUIP,HEAVY-1,500/500/500/500,TEXO,38,IOP T2 Exoskeleton,★★★
2022-01-09 16:05:26,EQUIP,HEAVY-1,500/500/500/500,CLOAK,89,Urban Camouflage Cape,★★★★
2022-01-09 16:05:26,EQUIP,HEAVY-1,500/500/500/500,CLOAK,89,Urban Camouflage Cape,★★★★
2022-01-09 17:21:05,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-09 17:21:05,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-09 17:41:50,EQUIP,HEAVY-1,500/500/500/500,FAIRY,15,Command Fairy,★
2022-01-09 17:41:50,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-09 18:20:50,EQUIP,HEAVY-1,500/500/500/500,FAIRY,4,Shield Fairy,★
2022-01-09 18:20:50,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-09 18:20:50,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-09 19:23:17,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-09 19:23:17,GUN,NORMAL,130/130/130/30,HG,139,Bren Ten,★★
2022-01-09 19:23:17,GUN,NORMAL,130/130/130/30,HG,8,Makarov,★★★
2022-01-09 19:23:17,GUN,NORMAL,130/130/130/30,HG,11,P08,★★★
2022-01-09 19:23:26,EQUIP,NORMAL,210/210/50/110,CLOAK,87,Ragged Cape,★★
2022-01-09 19:24:34,EQUIP,NORMAL,210/210/50/110,HP,69,ILM Hollow-Point Ammo,★★
2022-01-09 19:24:34,EQUIP,NORMAL,210/210/50/110,HV,32,APCR High-Velocity Ammo,★★★★★
2022-01-09 19:24:34,EQUIP,NORMAL,210/210/50/110,SLUGSHELL,77,BK Slug,★★
2022-01-10 20:19:38,GUN,NORMAL,130/130/130/30,HG,3,M9,★★★
2022-01-10 20:19:38,GUN,NORMAL,130/130/130/30,HG,2,M1911,★★
2022-01-10 20:19:38,GUN,NORMAL,130/130/130/30,HG,141,Gr USPCompact,★★
2022-01-10 20:19:38,GUN,NORMAL,130/130/130/30,SMG,31,M38,★★
2022-01-10 20:20:17,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-10 20:20:17,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,71,ILM Hollow-Point Ammo,★★★★
2022-01-10 20:20:17,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-10 20:20:17,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-11 23:14:05,GUN,NORMAL,130/130/130/30,SMG,26,Gr MP5,★★★★
2022-01-11 23:14:05,GUN,NORMAL,130/130/130/30,HG,13,Type92,★★★
2022-01-11 23:14:05,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-11 23:14:05,GUN,NORMAL,130/130/130/30,SMG,33,m45,★★
2022-01-11 23:14:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-11 23:14:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-11 23:14:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-11 23:14:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-12 22:11:27,GUN,NORMAL,130/130/130/30,HG,6,Tokarev,★★★
2022-01-12 22:11:27,GUN,NORMAL,130/130/130/30,HG,12,C96,★★★
2022-01-12 22:11:27,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-12 22:11:29,GUN,NORMAL,130/130/130/30,HG,11,P08,★★★
2022-01-12 23:24:12,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,71,ILM Hollow-Point Ammo,★★★★
2022-01-12 23:24:12,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-12 23:24:12,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-12 23:24:12,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-13 17:39:42,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-13 17:39:42,EQUIP,HEAVY-1,500/500/500/500,FAIRY,2,Fury Fairy,★
2022-01-13 17:39:42,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2022-01-13 17:39:42,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-13 19:01:43,GUN,NORMAL,130/130/130/30,HG,141,Gr USPCompact,★★
2022-01-13 19:01:43,GUN,NORMAL,130/130/130/30,SMG,17,M3,★★
2022-01-13 19:01:43,GUN,NORMAL,130/130/130/30,HG,7,Stechkin,★★★★
2022-01-13 19:01:43,GUN,NORMAL,130/130/130/30,HG,6,Tokarev,★★★
2022-01-13 19:01:52,EQUIP,NORMAL,210/210/50/110,SUPPRESSOR,65,AC3 Suppressor,★★★★
2022-01-13 19:01:52,EQUIP,NORMAL,210/210/50/110,AP,18,M993 Armor-Piercing Ammo,★★★
2022-01-13 19:01:52,EQUIP,NORMAL,210/210/50/110,SLUGSHELL,77,BK Slug,★★
2022-01-13 19:01:52,EQUIP,NORMAL,210/210/50/110,HV,29,FMJ High-Velocity Ammo,★★
2022-01-13 19:01:59,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3 Exoskeleton,★★★★
2022-01-13 19:01:59,EQUIP,HEAVY-1,500/500/500/500,FAIRY,6,Taunt Fairy,★
2022-01-13 19:01:59,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-13 19:01:59,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2022-01-14 19:08:40,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-14 19:08:40,GUN,NORMAL,130/130/130/30,HG,9,P38,★★
2022-01-14 19:08:40,GUN,NORMAL,130/130/130/30,HG,139,Bren Ten,★★
2022-01-14 19:08:40,GUN,NORMAL,130/130/130/30,HG,6,Tokarev,★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,3,PSO-1,★★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,Warrior Fairy,★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2022-01-21 14:44:24,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-21 19:45:31,GUN,NORMAL,800/800/100/400,SMG,27,Skorpion,★★★
2022-01-21 19:45:31,GUN,NORMAL,800/800/100/400,MG,87,MG34,★★
2022-01-21 19:45:31,GUN,NORMAL,800/800/100/400,MG,81,LWMMG,★★
2022-01-21 19:45:31,GUN,NORMAL,800/800/100/400,MG,238,QJY-88,★★★★★
2022-01-21 19:45:42,EQUIP,NORMAL,210/210/50/110,AP,17,M61 Armor-Piercing Ammo,★★
2022-01-21 19:45:42,EQUIP,NORMAL,210/210/50/110,RMR,223,RMR T2 Red Dot Sight,★★★★
2022-01-21 19:45:42,EQUIP,NORMAL,210/210/50/110,AP,17,M61 Armor-Piercing Ammo,★★
2022-01-21 19:45:42,EQUIP,NORMAL,210/210/50/110,AP,18,M993 Armor-Piercing Ammo,★★★
2022-01-21 19:45:49,EQUIP,HEAVY-1,500/500/500/500,HOLO,7,EOT 516,★★★★
2022-01-21 19:45:49,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-21 19:45:49,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-21 19:45:49,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2022-01-22 19:50:44,GUN,NORMAL,800/800/100/400,MG,75,M1918,★★★★
2022-01-22 19:50:44,GUN,NORMAL,800/800/100/400,MG,110,FG42,★★
2022-01-22 19:50:44,GUN,NORMAL,800/800/100/400,SMG,29,STEN MkⅡ,★★★
2022-01-22 19:50:44,GUN,NORMAL,800/800/100/400,AR,63,Gr G3,★★
2022-01-22 19:50:50,EQUIP,NORMAL,210/210/50/110,SLUGSHELL,77,BK Slug,★★
2022-01-22 19:50:50,EQUIP,NORMAL,210/210/50/110,AP,17,M61 Armor-Piercing Ammo,★★
2022-01-22 19:50:50,EQUIP,NORMAL,210/210/50/110,AP,17,M61 Armor-Piercing Ammo,★★
2022-01-22 19:50:50,EQUIP,NORMAL,210/210/50/110,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-22 19:50:55,EQUIP,HEAVY-1,500/500/500/500,FAIRY,25,Twin Fairies,★
2022-01-22 19:50:55,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-22 19:50:55,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-22 19:50:55,EQUIP,HEAVY-1,500/500/500/500,FAIRY,1,Warrior Fairy,★
2022-01-23 20:02:26,GUN,NORMAL,800/800/100/400,MG,81,LWMMG,★★
2022-01-23 20:02:26,GUN,NORMAL,800/800/100/400,MG,110,FG42,★★
2022-01-23 20:02:26,GUN,NORMAL,800/800/100/400,MG,87,MG34,★★
2022-01-23 20:02:26,GUN,NORMAL,800/800/100/400,MG,110,FG42,★★
2022-01-23 20:02:33,EQUIP,NORMAL,210/210/50/110,HP,72,ILM Hollow-Point Ammo,★★★★★
2022-01-23 20:02:33,EQUIP,NORMAL,210/210/50/110,XEXO,58,IOP X4 Exoskeleton,★★★★★
2022-01-23 20:02:33,EQUIP,NORMAL,210/210/50/110,TEXO,39,IOP T3 Exoskeleton,★★★★
2022-01-23 20:02:33,EQUIP,NORMAL,210/210/50/110,SUPPRESSOR,64,AC2 Suppressor,★★★
2022-01-23 20:02:38,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2022-01-23 20:02:38,EQUIP,HEAVY-1,500/500/500/500,FAIRY,16,Rescue Fairy,★
2022-01-23 20:02:38,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3 Exoskeleton,★★★★
2022-01-23 20:02:38,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2022-01-24 15:03:55,EQUIP,HEAVY-1,2000/500/2000/1000,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-24 20:51:28,EQUIP,NORMAL,210/210/50/110,SUPPRESSOR,63,AC1 Suppressor,★★
2022-01-24 20:51:28,EQUIP,NORMAL,210/210/50/110,CHIP,233,#1 Processor,★★★★
2022-01-24 20:51:28,EQUIP,NORMAL,210/210/50/110,SUPPRESSOR,63,AC1 Suppressor,★★
2022-01-24 20:51:28,EQUIP,NORMAL,210/210/50/110,NIGHTEQUIP,15,PEQ-15,★★★★
2022-01-24 20:51:32,EQUIP,HEAVY-1,500/500/500/500,CLOAK,88,Camouflage Cape,★★★
2022-01-24 20:51:32,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3 Suppressor,★★★★
2022-01-24 20:51:32,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2022-01-24 20:51:32,EQUIP,HEAVY-1,500/500/500/500,CHIP,232,Experimental Processor,★★★
2022-01-24 20:51:39,GUN,NORMAL,800/800/100/400,SMG,17,M3,★★
2022-01-24 20:51:39,GUN,NORMAL,800/800/100/400,MG,111,AAT-52,★★
2022-01-24 20:51:39,GUN,NORMAL,800/800/100/400,AR,74,SIG-510,★★
2022-01-24 20:51:39,GUN,NORMAL,800/800/100/400,MG,81,LWMMG,★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,FLARE,225,Signal Flare,★★★★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,71,ILM Hollow-Point Ammo,★★★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 03:00:21,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,71,ILM Hollow-Point Ammo,★★★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
2022-01-25 11:25:16,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-26 00:51:50,GUN,NORMAL,130/130/130/30,HG,1,SAA,★★★★
2022-01-26 00:51:50,GUN,NORMAL,130/130/130/30,SMG,92,Spectre M4,★★
2022-01-26 00:51:50,GUN,NORMAL,130/130/130/30,HG,5,M1895,★★
2022-01-26 00:51:50,GUN,NORMAL,130/130/130/30,HG,141,Gr USPCompact,★★
2022-01-26 00:52:14,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,70,ILM Hollow-Point Ammo,★★★
2022-01-26 00:52:14,EQUIP,SPECIAL_OFFER,180/180/10/50,HP,69,ILM Hollow-Point Ammo,★★
